anime_id,name,genre,type,episodes,rating,members,studio,release_year,status,source,age_rating,tags
5539,Blassreiter: Navi,"Action, Sci-Fi",Special,1,6.52,2914,Bones,2022,Completed,Game,R,"Action, Drama"
5353,Chameleon,"Comedy, Ecchi, School, Seinen",OVA,6,6.52,666,Madhouse,2011,Upcoming,Game,G,"Horror, Fantasy"
2564,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,12,6.52,12238,Madhouse,1979,Completed,Light Novel,PG,"Fantasy, Action"
1221,Demashita! Powerpuff Girls Z,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",TV,52,6.52,13624,Studio Pierrot,2011,Upcoming,Game,PG,"Romance, Adventure"
28205,Fastening Days,"Kids, Magic",ONA,2,6.52,3076,Studio Pierrot,2020,Completed,Light Novel,G,"Action, Adventure"
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",TV,52,6.52,1594,Kyoto Animation,2020,Ongoing,Light Novel,R,"Comedy, Drama"
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.52,208,Toei Animation,2019,Upcoming,Light Novel,G,"Slice of Life, Action"
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Special,8,6.52,1773,Bones,1971,Upcoming,Light Novel,R,"Horror, Comedy"
4756,Hello Harinezumi: Satsui no Ryoubun,"Drama, Mystery, Psychological, Seinen",OVA,1,6.52,1213,Kyoto Animation,2019,Completed,Light Novel,R,"Romance, Comedy"
359,I&#039;ll/CKBC,"Action, School, Shounen, Sports",OVA,2,6.52,3425,Kyoto Animation,2014,Completed,Game,PG-13,"Action, Horror"
13137,Itsuka Tenma no Kuro Usagi Special,"Comedy, Ecchi",Special,1,6.52,3251,Studio Pierrot,2003,Upcoming,Web Novel,R,"Sci-Fi, Action"
22049,Just Awake,"Action, Music, Sci-Fi",Music,1,6.52,1057,Toei Animation,1999,Ongoing,Web Novel,R,"Comedy, Slice of Life"
32412,Kigyou Senshi Arslan,"Comedy, Parody",ONA,6,6.51,2323,Toei Animation,1980,Upcoming,Light Novel,R,"Horror, Fantasy"
7571,Kita e.: Diamond Dust Drops Special,"Drama, Slice of Life",Special,1,6.52,804,Studio Pierrot,2008,Completed,Manga,R+,"Comedy, Romance"
3323,Kite Liberator,"Action, Drama, Sci-Fi",OVA,1,6.52,15827,Kyoto Animation,2023,Ongoing,Manga,PG-13,"Romance, Horror"
7547,Komadori Eiga: Komaneko,"Kids, Slice of Life",Movie,1,6.52,238,Wit Studio,1976,Completed,Manga,R+,"Fantasy, Drama"
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4,6.52,6946,Bones,2018,Upcoming,Game,PG,"Fantasy, Romance"
5265,Mega Man,"Action, Adventure, Comedy",TV,27,6.52,3263,Toei Animation,1984,Ongoing,Light Novel,R+,"Action, Drama"
30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power",TV,8,6.53,1947,Studio Pierrot,1995,Completed,Original,R+,"Sci-Fi, Slice of Life"
2302,Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi",Special,3,6.52,2371,Wit Studio,1975,Upcoming,Original,PG-13,"Adventure, Horror"
16690,My Life,"Drama, Slice of Life",ONA,1,6.52,1507,Wit Studio,2023,Ongoing,Manga,G,"Adventure, Fantasy"
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,"Drama, Ecchi, Fantasy, Harem, Romance",OVA,1,6.52,8216,Wit Studio,2009,Upcoming,Web Novel,PG,"Fantasy, Drama"
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",OVA,6,6.52,1425,Studio Pierrot,1994,Ongoing,Manga,R+,"Adventure, Fantasy"
5845,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy, Kids",Special,1,6.52,3586,Kyoto Animation,1984,Completed,Game,R+,"Adventure, Drama"
10924,Queen&#039;s Blade OVA,"Action, Adventure, Ecchi, Fantasy",OVA,2,6.52,8935,Toei Animation,2017,Ongoing,Light Novel,R,"Fantasy, Drama"
13153,Renkyori Enai,Music,Music,1,6.52,719,Toei Animation,1993,Ongoing,Manga,R+,"Action, Drama"
3399,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space",TV,64,6.52,917,Madhouse,1978,Ongoing,Web Novel,PG-13,"Adventure, Comedy"
1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,1,6.52,1655,Wit Studio,1983,Completed,Game,R+,"Drama, Comedy"
3755,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids",Movie,1,6.52,432,Kyoto Animation,1974,Upcoming,Web Novel,R,"Slice of Life, Horror"
12337,Soukou Kihei Votoms Recaps,"Action, Drama, Mecha, Military, Sci-Fi",OVA,4,6.52,358,Madhouse,1976,Upcoming,Web Novel,R,"Comedy, Action"
14333,Tanken Driland,"Adventure, Fantasy",TV,37,6.52,4058,Studio Pierrot,1998,Ongoing,Light Novel,R,"Drama, Slice of Life"
31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music,Music,1,6.52,658,Toei Animation,1998,Upcoming,Manga,PG-13,"Sci-Fi, Action"
7279,TO,"Action, Sci-Fi",OVA,2,6.52,3869,Bones,1974,Completed,Manga,R+,"Sci-Fi, Comedy"
1624,To Heart 2 Special,"Drama, Romance, School",Special,1,6.52,2599,Kyoto Animation,1997,Upcoming,Light Novel,PG,"Slice of Life, Comedy"
9344,Torajima no Miime,Slice of Life,Special,2,6.52,331,Madhouse,2002,Upcoming,Original,PG-13,"Fantasy, Action"
7626,Umi no Triton (1979),"Adventure, Fantasy, Shounen",Movie,2,6.52,235,Wit Studio,2020,Upcoming,Original,PG-13,"Drama, Horror"
6743,Utawarerumono OVA Picture Drama,"Comedy, Fantasy",Special,3,6.52,3359,Studio Pierrot,2020,Ongoing,Web Novel,PG-13,"Sci-Fi, Comedy"
4099,Wolf Daddy,Fantasy,Movie,1,6.52,552,Wit Studio,2000,Upcoming,Light Novel,R,"Sci-Fi, Horror"
17010,Yasashii March: The Tender March,Music,Music,1,6.52,699,Madhouse,2019,Upcoming,Light Novel,PG-13,"Action, Romance"
1107,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power",Movie,1,6.52,13480,Bones,1989,Completed,Game,PG,"Romance, Comedy"
14693,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life",TV,13,6.52,3276,Studio Pierrot,1984,Completed,Light Novel,G,"Fantasy, Action"
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi",Special,1,6.51,4474,Bones,2000,Completed,Web Novel,PG-13,"Fantasy, Action"
17325,Ajin Senshi,"Fantasy, Sci-Fi",Movie,1,6.51,603,Bones,2018,Completed,Game,G,"Slice of Life, Sci-Fi"
5848,Cinnamon the Movie,Fantasy,Movie,1,6.51,493,Bones,2013,Completed,Original,PG,"Fantasy, Drama"
1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids",TV,26,6.51,480,Kyoto Animation,2019,Upcoming,Web Novel,R,"Horror, Drama"
17147,Gakkatsu! 2nd Season,"Comedy, School",TV,25,6.51,1177,Wit Studio,2002,Upcoming,Light Novel,PG-13,"Action, Comedy"
31561,Gangsta. Recap,"Action, Drama, Seinen",Special,1,6.51,10234,Studio Pierrot,1982,Ongoing,Original,PG-13,"Drama, Comedy"
28913,Hidamari Sketch x 365 Recap,"Comedy, School, Slice of Life",Special,1,6.51,424,Bones,1995,Ongoing,Light Novel,PG-13,"Sci-Fi, Horror"
5956,High School! Kimengumi (Movie),"Action, Comedy, Parody, Romance, School, Shounen",Movie,1,6.51,270,Wit Studio,1979,Completed,Game,PG-13,"Horror, Romance"
17813,Kyoto Animation: Megane-hen,Thriller,Special,1,6.51,5705,Toei Animation,1995,Ongoing,Web Novel,PG-13,"Adventure, Sci-Fi"
22113,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School",ONA,4,6.51,1967,Madhouse,1995,Completed,Light Novel,PG-13,"Slice of Life, Comedy"
1918,Mahou Shoujo Pretty Sammy,"Comedy, Fantasy, Magic, Parody",OVA,3,6.51,4327,Toei Animation,2021,Ongoing,Game,R,"Fantasy, Drama"
5466,Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Fantasy, Magic",OVA,1,6.51,820,Wit Studio,2010,Ongoing,Game,PG-13,"Horror, Action"
34239,Mutsugo to Ouma no Monogatari,"Comedy, Parody",ONA,6,6.47,1489,Kyoto Animation,1994,Upcoming,Original,PG,"Sci-Fi, Comedy"
2621,Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai",Movie,1,6.51,1975,Madhouse,2003,Ongoing,Light Novel,PG,"Fantasy, Romance"
13283,One Off,Slice of Life,OVA,4,6.5,9299,Wit Studio,2007,Completed,Original,G,"Fantasy, Comedy"
2267,Red Garden: Dead Girls,"Mecha, Mystery",OVA,1,6.51,5652,Madhouse,2011,Upcoming,Game,PG,"Sci-Fi, Horror"
2168,Sakura Taisen: New York,"Adventure, Comedy, Supernatural",OVA,6,6.51,1769,Madhouse,1986,Completed,Game,PG,"Slice of Life, Sci-Fi"
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"Action, Comedy, Historical, Military, Samurai",TV,12,6.51,1006,Wit Studio,1979,Upcoming,Web Novel,PG,"Adventure, Slice of Life"
2099,Silent Mobius: The Motion Picture,"Adventure, Sci-Fi, Supernatural",Movie,1,6.51,2194,Wit Studio,2000,Upcoming,Game,R+,"Sci-Fi, Slice of Life"
32684,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Comedy, School, Shoujo, Shounen Ai, Slice of Life",Special,1,6.51,814,Madhouse,2021,Completed,Original,PG-13,"Drama, Fantasy"
10342,Tetsuwan Atom: Uchuu no Yuusha,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Movie,1,6.51,661,Toei Animation,2006,Ongoing,Game,PG-13,"Sci-Fi, Slice of Life"
8553,Time Bokan Series: Time Patroltai Otasukeman,"Action, Adventure, Comedy, Sci-Fi",TV,53,6.51,341,Madhouse,2002,Completed,Original,R,"Slice of Life, Comedy"
33934,Trigger-chan,Action,ONA,1,6.51,5051,Madhouse,2001,Ongoing,Web Novel,PG,"Comedy, Horror"
6919,X-Men,"Action, Drama, Super Power",TV,12,6.51,15653,Kyoto Animation,1978,Upcoming,Game,PG,"Sci-Fi, Action"
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,"Comedy, Ecchi, Magic",OVA,4,6.51,3560,Wit Studio,1984,Upcoming,Web Novel,G,"Drama, Romance"
31128,Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",Special,1,6.5,6686,Studio Pierrot,1975,Ongoing,Manga,G,"Horror, Action"
19973,Ashita no Joe Pilots,"Drama, Sports",Special,2,6.5,953,Toei Animation,2014,Completed,Manga,PG,"Horror, Drama"
3131,Ashita Tenki ni Naare,Sports,TV,47,6.5,297,Wit Studio,2018,Ongoing,Game,PG,"Romance, Action"
3166,Ayakashi,"Action, Fantasy, Horror, Sci-Fi",TV,12,6.5,20882,Toei Animation,1977,Upcoming,Original,R,"Sci-Fi, Horror"
6096,Bad Boys,Comedy,OVA,5,6.5,584,Studio Pierrot,2016,Upcoming,Game,PG-13,"Sci-Fi, Comedy"
5337,Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen",TV,52,6.5,14694,Toei Animation,2021,Ongoing,Original,G,"Horror, Sci-Fi"
18669,Black Jack: Karte NG Extras,Comedy,Special,1,6.5,612,Madhouse,1976,Completed,Web Novel,R+,"Comedy, Sci-Fi"
3007,Bronze: Kouji Nanjo Cathexis,"Music, Shounen Ai",OVA,1,6.5,2929,Toei Animation,1978,Upcoming,Web Novel,R+,"Fantasy, Sci-Fi"
769,Burn Up! W,"Comedy, Ecchi, Mecha, Sci-Fi, Shounen",OVA,4,6.5,5750,Bones,1995,Completed,Game,G,"Action, Sci-Fi"
21677,Captain Earth,"Action, Mecha, Romance, Sci-Fi, Space",TV,25,6.5,43137,Wit Studio,1973,Ongoing,Light Novel,PG-13,"Fantasy, Adventure"
6970,Choujin Sentai Baratack,"Adventure, Mecha, Sci-Fi",TV,31,6.5,330,Wit Studio,1981,Completed,Light Novel,R,"Adventure, Comedy"
2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,"Action, Drama, Mecha",OVA,1,6.5,653,Studio Pierrot,2018,Upcoming,Game,PG,"Adventure, Drama"
833,Choujuushin Gravion,"Action, Comedy, Mecha, Sci-Fi, Shounen",TV,13,6.5,8364,Toei Animation,1991,Completed,Manga,PG,"Action, Sci-Fi"
31530,Classroom☆Crisis Special,"School, Sci-Fi",Special,1,6.5,2738,Wit Studio,2001,Upcoming,Game,R,"Adventure, Fantasy"
10528,Duel Masters Cross Shock,"Action, Adventure, Comedy, Shounen",TV,50,6.5,920,Madhouse,1996,Upcoming,Light Novel,R+,"Action, Slice of Life"
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi, Parody, School, Shounen",OVA,1,6.5,3456,Madhouse,1999,Upcoming,Original,G,"Drama, Slice of Life"
21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Fantasy,TV,12,6.5,37885,Wit Studio,1991,Upcoming,Web Novel,PG,"Drama, Comedy"
1361,Final Fantasy: The Spirits Within,Sci-Fi,Movie,1,6.5,53822,Wit Studio,2019,Completed,Game,R,"Comedy, Fantasy"
10262,Gag Manga Biyori: Jump Festa 2002 Special,Comedy,Special,1,6.5,513,Toei Animation,2009,Ongoing,Original,PG,"Drama, Sci-Fi"
19367,Galilei Donna,"Action, Adventure, Sci-Fi",TV,11,6.5,39413,Toei Animation,2002,Completed,Original,R+,"Slice of Life, Comedy"
30895,HaruChika: Haruta to Chika wa Seishun suru,"Mystery, Romance, School, Slice of Life",TV,12,6.5,49971,Kyoto Animation,1992,Ongoing,Light Novel,PG-13,"Drama, Slice of Life"
28915,Hidamari Sketch x ☆☆☆ Recap,"Comedy, School, Slice of Life",Special,1,6.5,421,Kyoto Animation,2007,Completed,Web Novel,PG,"Sci-Fi, Adventure"
2601,Juusenki L-Gaim III: Full Metal Soldier,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.5,517,Bones,1994,Upcoming,Web Novel,PG-13,"Drama, Slice of Life"
23697,Kara no Kyoukai: Manner Movies,"Action, Comedy",Movie,7,6.49,5367,Kyoto Animation,1990,Ongoing,Manga,G,"Adventure, Action"
20971,Kiniro no Corda: Blue♪Sky,"Harem, Music, School, Shoujo",TV,12,6.5,15742,Kyoto Animation,1974,Ongoing,Manga,G,"Romance, Slice of Life"
2303,Mobile Suit SD Gundam Mk II,"Mecha, Parody, Sci-Fi",OVA,3,6.5,2112,Wit Studio,1977,Completed,Web Novel,G,"Drama, Romance"
18845,Ninja Hattori-kun (2012),Comedy,TV,52,6.5,282,Bones,2022,Completed,Game,G,"Horror, Drama"
31223,Phantasy Star Online 2 The Animation,"Action, Game, School, Sci-Fi",TV,12,6.5,32470,Studio Pierrot,1970,Ongoing,Web Novel,R+,"Comedy, Drama"
3201,Pure-tou no Nakama-tachi,"Fantasy, Kids",TV,26,6.5,386,Studio Pierrot,2023,Upcoming,Manga,G,"Romance, Fantasy"
11859,Queen&#039;s Blade: Rebellion,"Action, Adventure, Ecchi, Fantasy",TV,12,6.5,21706,Wit Studio,2006,Upcoming,Manga,R,"Horror, Romance"
559,RahXephon Interlude: Her and Herself/Thatness and Thereness,"Drama, Psychological, Sci-Fi",OVA,1,6.5,5090,Bones,2012,Completed,Manga,PG,"Action, Comedy"
2698,Sanctuary,"Action, Drama, Police, Seinen, Thriller",OVA,1,6.5,1514,Wit Studio,2008,Completed,Original,R,"Action, Drama"
1217,Seikimatsu★Darling,"Comedy, Drama, Romance, Shounen Ai",OVA,1,6.5,4816,Kyoto Animation,2020,Upcoming,Web Novel,G,"Fantasy, Adventure"
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Adventure, Comedy, Magic",Special,1,6.51,216,Toei Animation,1988,Upcoming,Manga,R+,"Adventure, Sci-Fi"
9403,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",OVA,2,6.5,213,Madhouse,2016,Completed,Original,PG,"Drama, Comedy"
1048,The SoulTaker: Tamashii-gari,"Demons, Horror, Supernatural",TV,13,6.5,15796,Kyoto Animation,2013,Upcoming,Light Novel,R+,"Drama, Romance"
4475,Toshi wo Totta Wani,Drama,Movie,1,6.5,1638,Madhouse,2009,Ongoing,Light Novel,R+,"Sci-Fi, Drama"
3905,Wanpaku Ouji no Orochi Taiji,Adventure,Movie,1,6.5,704,Madhouse,1986,Completed,Game,R+,"Sci-Fi, Adventure"
4537,Yagami-kun no Katei no Jijou,Comedy,OVA,3,6.5,647,Madhouse,2010,Ongoing,Light Novel,G,"Sci-Fi, Comedy"
2464,Yoshinaga-san&#039;chi no Gargoyle Specials,"Adventure, Comedy, Fantasy",Special,5,6.5,867,Madhouse,1986,Upcoming,Light Novel,G,"Slice of Life, Romance"
6148,Yurumates,"Comedy, Seinen, Slice of Life",OVA,1,6.5,4549,Kyoto Animation,2023,Completed,Web Novel,PG-13,"Sci-Fi, Drama"
6682,11eyes,"Action, Ecchi, Super Power, Supernatural",TV,12,6.49,133971,Studio Pierrot,1976,Ongoing,Web Novel,G,"Comedy, Romance"
1295,A-Ko The Versus,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",OVA,2,6.49,2457,Toei Animation,1993,Upcoming,Original,R+,"Action, Romance"
23583,Akage no Anne Specials,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,2,6.49,331,Bones,2004,Ongoing,Game,PG,"Action, Drama"
14373,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,OVA,1,6.49,13647,Toei Animation,1978,Upcoming,Game,PG,"Adventure, Romance"
9166,Attack No.1: Namida no Sekai Senshuken,"Drama, Shoujo, Sports",Movie,1,6.49,248,Toei Animation,2020,Completed,Manga,PG-13,"Horror, Comedy"
3132,Boukensha: The Man Was from Spain,"Adventure, Historical",TV,26,6.49,496,Bones,1978,Ongoing,Web Novel,R,"Adventure, Drama"
4418,Catman Series II,"Comedy, Fantasy, Slice of Life",ONA,8,6.49,755,Studio Pierrot,1975,Upcoming,Original,G,"Adventure, Fantasy"
17020,D.C.III: Da Capo III Special,"Drama, Music, Romance, School",Special,1,6.49,3008,Madhouse,2015,Completed,Web Novel,PG,"Comedy, Romance"
3202,Daisuki! Hello Kitty,"Fantasy, Kids",TV,26,6.49,1468,Wit Studio,1993,Completed,Game,R,"Fantasy, Drama"
1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,Special,1,6.49,1249,Studio Pierrot,1983,Upcoming,Original,PG-13,"Slice of Life, Sci-Fi"
2647,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",Movie,1,6.49,178,Toei Animation,2002,Upcoming,Manga,PG,"Romance, Action"
5088,Fabre-sensei wa Meitantei,Mystery,TV,26,6.49,298,Madhouse,1976,Upcoming,Game,G,"Romance, Slice of Life"
909,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",TV,13,6.49,8643,Studio Pierrot,1996,Upcoming,Original,G,"Drama, Sci-Fi"
1158,Geobreeders: File-X Chibi Neko Dakkan,"Adventure, Comedy, Shounen, Supernatural",OVA,3,6.49,1636,Wit Studio,2008,Completed,Manga,PG,"Slice of Life, Adventure"
8450,Guskou Budori no Denki,Drama,Movie,1,6.49,628,Bones,2016,Completed,Manga,G,"Fantasy, Drama"
31630,"Gyakuten Saiban: Sono &quot;Shinjitsu&quot;, Igi Ari!","Comedy, Drama, Mystery, Police",TV,24,6.49,61410,Bones,1972,Ongoing,Manga,PG,"Action, Sci-Fi"
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,"Adventure, Comedy, Fantasy, Mecha, Parody",OVA,1,6.49,435,Bones,2015,Completed,Light Novel,PG,"Horror, Sci-Fi"
1193,Happy Seven: The TV Manga,"Comedy, Fantasy",TV,13,6.49,3287,Bones,1970,Ongoing,Manga,R+,"Slice of Life, Sci-Fi"
1884,Himesama Goyoujin,Comedy,TV,12,6.49,1623,Bones,1983,Completed,Light Novel,PG-13,"Horror, Comedy"
3285,Himitsu no Akko-chan,"Magic, School, Shoujo",TV,94,6.49,1085,Bones,2002,Upcoming,Light Novel,PG-13,"Slice of Life, Sci-Fi"
9824,Jigokudou Reikai Tsuushin,"Fantasy, Horror",OVA,1,6.49,479,Toei Animation,2000,Upcoming,Original,G,"Horror, Action"
2293,Kyoushoku Soukou Guyver,"Action, Horror, Sci-Fi, Super Power",Movie,1,6.49,3185,Kyoto Animation,1992,Completed,Web Novel,PG,"Comedy, Action"
3932,Magnerobo Ga-Keen,"Action, Mecha, Sci-Fi",TV,39,6.49,416,Madhouse,2002,Ongoing,Game,R,"Drama, Sci-Fi"
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.49,476,Bones,2023,Ongoing,Game,G,"Horror, Action"
3356,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",TV,109,6.49,1478,Studio Pierrot,2008,Completed,Manga,G,"Drama, Slice of Life"
5386,Miyamoto Musashi: Souken ni Haseru Yume,"Action, Historical, Martial Arts, Samurai",Movie,1,6.49,3721,Studio Pierrot,2003,Completed,Manga,G,"Romance, Sci-Fi"
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,"Drama, Sci-Fi",OVA,2,6.49,1085,Kyoto Animation,1986,Completed,Web Novel,PG,"Action, Adventure"
33038,Nuwa Chengzhang Riji,"Comedy, Fantasy",TV,30,6.49,3106,Studio Pierrot,1977,Ongoing,Game,PG-13,"Comedy, Sci-Fi"
2550,Onboro Film,"Comedy, Parody",Movie,1,6.49,1507,Studio Pierrot,2010,Upcoming,Game,R+,"Adventure, Comedy"
5056,Penguin Musume♥Heart Special,"Comedy, Ecchi, School, Slice of Life",Special,1,6.49,2564,Madhouse,1999,Upcoming,Manga,PG-13,"Fantasy, Comedy"
21703,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270,Kyoto Animation,1985,Completed,Original,R+,"Adventure, Slice of Life"
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids",OVA,1,6.49,1701,Studio Pierrot,2018,Completed,Original,G,"Romance, Drama"
24935,Recorder to Randoseru Mi☆ Special,"Comedy, School, Seinen, Slice of Life",Special,1,6.49,2752,Toei Animation,1987,Completed,Game,G,"Action, Slice of Life"
10013,Shouwa Monogatari (Movie),"Drama, Historical",Movie,1,6.49,878,Bones,2004,Ongoing,Original,R+,"Fantasy, Comedy"
6251,Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life",Special,6,6.49,1487,Madhouse,1978,Ongoing,Web Novel,PG-13,"Adventure, Sci-Fi"
1662,Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space",OVA,1,6.49,1284,Toei Animation,2005,Ongoing,Light Novel,PG,"Romance, Fantasy"
30246,Space☆Dandy 2nd Season Picture Drama,"Comedy, Sci-Fi, Space",Special,3,6.49,1150,Toei Animation,1984,Completed,Light Novel,PG-13,"Horror, Romance"
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,"Magic, Slice of Life",OVA,2,6.49,7418,Wit Studio,2011,Completed,Game,G,"Horror, Action"
27405,Zou no Senaka: Tabidatsu Hi,"Drama, Seinen, Slice of Life",OVA,1,6.49,136,Studio Pierrot,2017,Ongoing,Game,PG-13,"Action, Horror"
1734,Ajimu: Kaigan Monogatari,"Comedy, Drama, Romance, School",ONA,4,6.48,9102,Bones,1989,Completed,Web Novel,G,"Action, Drama"
4667,B-Densetsu! Battle Bedaman Enkon,"Adventure, Comedy, Kids, Shounen",TV,51,6.48,2512,Wit Studio,1995,Completed,Manga,G,"Action, Drama"
4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,6.48,1272,Wit Studio,1989,Completed,Game,PG,"Horror, Action"
13169,Buta,"Adventure, Comedy, Fantasy, Historical",Movie,1,6.48,4850,Madhouse,1984,Upcoming,Manga,R+,"Comedy, Adventure"
69,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,25,6.48,6995,Toei Animation,1984,Ongoing,Original,G,"Drama, Adventure"
31967,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy",Special,4,6.48,748,Toei Animation,2016,Upcoming,Game,R,"Slice of Life, Drama"
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen",Movie,1,6.48,557,Kyoto Animation,2008,Ongoing,Manga,PG,"Romance, Sci-Fi"
8145,Gegege no Kitarou: Nippon Bakuretsu,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1,6.48,340,Madhouse,2001,Completed,Manga,R,"Sci-Fi, Drama"
21575,Ghost in the Shell: Arise - Logicoma Specials,"Mecha, Sci-Fi",Special,4,6.48,3083,Madhouse,2017,Completed,Light Novel,G,"Action, Adventure"
1849,Haou Taikei Ryuu Knight: Adeu Legend,"Action, Adventure, Fantasy, Mecha",OVA,13,6.48,617,Studio Pierrot,2011,Completed,Light Novel,PG-13,"Action, Adventure"
5600,Little El Cid no Bouken,"Adventure, Historical, Kids",TV,26,6.48,274,Bones,2013,Completed,Light Novel,G,"Slice of Life, Drama"
1428,Lupin III: Secret File,"Adventure, Comedy, Shounen",OVA,1,6.48,1994,Toei Animation,2020,Upcoming,Original,G,"Adventure, Fantasy"
3676,Machine Robo: Revenge of Chronos,"Action, Mecha, Sci-Fi",TV,47,6.48,632,Kyoto Animation,2009,Upcoming,Manga,R,"Romance, Comedy"
4113,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo",TV,48,6.48,678,Wit Studio,1986,Completed,Manga,G,"Horror, Sci-Fi"
6277,Manga Nippon Mukashibanashi (1976),"Fantasy, Historical",TV,1471,6.48,406,Madhouse,2002,Ongoing,Original,PG-13,"Romance, Action"
6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373,Toei Animation,2014,Upcoming,Manga,R+,"Drama, Comedy"
3619,Nanako SOS,"Comedy, Parody, Romance, Super Power",TV,39,6.48,587,Studio Pierrot,2016,Ongoing,Manga,R+,"Action, Drama"
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,3,6.48,440,Madhouse,1984,Completed,Light Novel,PG,"Comedy, Fantasy"
2052,Nozomi Witches,"Romance, Sports",OVA,3,6.48,556,Studio Pierrot,2005,Upcoming,Manga,R+,"Action, Slice of Life"
4459,Ojarumaru,"Adventure, Comedy, Fantasy",TV,Unknown,6.48,515,Bones,2015,Ongoing,Manga,R,"Comedy, Sci-Fi"
3065,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Comedy, Fantasy",OVA,3,6.48,635,Bones,1980,Completed,Original,G,"Horror, Comedy"
30679,Queen&#039;s Blade: Grimoire,"Action, Adventure, Ecchi, Fantasy",OVA,2,6.48,3831,Kyoto Animation,2009,Upcoming,Game,PG,"Adventure, Action"
